date	text	rating	aspects	sentiment	aspects_pretty	entities	person	geopolitical area	date	cardinal number	quantity	group	event	money	percent	organization	time	ordinal number	location	product	work of art	facility
2022-02-21	Что хочу сказать. Отличная елка. Взяла в несезон за 13000. Все фото из других отзывов истинные. Добавлю лишь те, котрых не представлено. Такого типа елки в других магазинах не нашла. В валдберриз сейчас самая выгодная цена. Ель состоит из трёх частей. Они обозначены а, b, c. Соответственно и собирать по порядку. Две части из веток которые отгибаются с помощью механизма. Верхняя отгибается на металле. Ель очень пышная. Снег сыпется, но это видимо на всех подобных елках. Коробка огромная. Была вскрыта. Ничего не потерялось. Все веточки гнутся на металле. Подставка в комплекте. Розетка европейская. Режимов работы света нет. Горят все лампочки. Проверить возможно только дома, так как три части ели соединяют три гирлянды. На фото видно. Хорошая цена для отличной ели. Брать  однозначно стоит. Рекомендую. Нет инструкции и гарантии. 	star5	[]	[]		[{'text': '13000.', 'start': 51, 'end': 58, 'tokens': ['▁1', '3000', '.'], 'names': ['B-money', 'I-money', 'O'], 'filled': {'money'}}, {'text': 'трёх', 'start': 238, 'end': 243, 'tokens': ['▁трёх'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': 'Две', 'start': 313, 'end': 317, 'tokens': ['▁Две'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': 'европейская.', 'start': 589, 'end': 602, 'tokens': ['▁евро', 'пей', 'ская', '.'], 'names': ['B-group', 'O', 'O', 'O'], 'filled': {'group'}}, {'text': 'три', 'start': 688, 'end': 692, 'tokens': ['▁три'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': 'три', 'start': 712, 'end': 716, 'tokens': ['▁три'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['трёх', 'Две', 'три', 'три']		['европейская.']		['13000.']								
2022-02-19	Отличная ёлка, собирается минут за 20,выглядит очень эффектно	star5	['ёлка']	['Positive']	ёлка	[{'text': 'минут за 20,выглядит', 'start': 25, 'end': 46, 'tokens': ['▁минут', '▁за', '▁20', ',', 'вы', 'гля', 'ди', 'т'], 'names': ['B-time', 'I-time', 'I-time', 'O', 'O', 'O', 'O', 'O'], 'filled': {'time'}}]											['минут за 20,выглядит']					
2022-02-10	Волшебная елка, берите не задумываясь, баланс между заснеженностью и зелёными ветками. Я несколько дней выбирала читала отзывы, рада что остановилась на этой. Очень быстро собираться - 3 минуты, аккуратно обратно складывается. Не понимаю отзывов про то, что сильно осыпается, не думаю, прикладываю фото, что не так это. Нам очень понравилась, будем ждать след нового года 😊 пс. Брали ёлку 210 см - наши потолки 250 см	star5	['елка']	['Positive']	елка	[{'text': 'несколько дней', 'start': 88, 'end': 103, 'tokens': ['▁несколько', '▁дней'], 'names': ['B-date', 'I-date'], 'filled': {'date'}}, {'text': '3 минуты,', 'start': 184, 'end': 194, 'tokens': ['▁3', '▁минуты', ','], 'names': ['B-time', 'I-time', 'O'], 'filled': {'time'}}, {'text': 'нового', 'start': 359, 'end': 366, 'tokens': ['▁нового'], 'names': ['B-event'], 'filled': {'event'}}, {'text': 'года', 'start': 366, 'end': 371, 'tokens': ['▁года'], 'names': ['I-date'], 'filled': {'date'}}, {'text': '210 см', 'start': 388, 'end': 395, 'tokens': ['▁210', '▁см'], 'names': ['B-quantity', 'I-quantity'], 'filled': {'quantity'}}, {'text': '250', 'start': 410, 'end': 414, 'tokens': ['▁250'], 'names': ['B-quantity'], 'filled': {'quantity'}}]			['несколько дней', 'года']		['210 см', '250']		['нового']				['3 минуты,']					
2022-02-02	Безумно красивая елка , это в не расправленном виде , если распушить будет шикарная 😍 сделана качественно !к покупке однозначно рекомендую 	star5	['елка']	['Positive']	елка	[]																
2022-02-02	Я просто в восторге. Елка как будто, что из зимнего леса! Муж собирал, сказал, что сделана хорошо, везде прокладки, где идёт соединение герлянлы. Собирается легко. Вообще нет постороннего запаха!! Кто-то написал раньше, что весь пол в мусор от неё, ну было совсем немного. Так если трогаешь ветки или даже трешь их пальцами не осыпается. Нам очень нравится. Взяли в кредит к следующему новому году готовы!	star5	['Елка', 'прокладки']	['Positive', 'Positive']	Елка, прокладки	[{'text': 'следующему новому году', 'start': 374, 'end': 397, 'tokens': ['▁следующем', 'у', '▁новому', '▁году'], 'names': ['B-date', 'I-date', 'I-date', 'I-date'], 'filled': {'date'}}]			['следующему новому году']													
2022-01-12	Ёлка красивая,но есть для меня много минусов.Она сильно осыпается(осыпается как раз вот эта заснеженность,что-то похожее на пенопласт),мы были все в этой обсыпке (фото прикладываю),присутствует запах от которого я и младшая дочь начала чихать.Я ее сдам,буду искать лучше елку.Думаю куплю 100% литую.А ещё ветки наружние литые,а внутри ветки и ствол из ПВХ	star2	['Ёлка', 'ветки', 'ствол']	['Negative', 'Negative', 'Negative']	Ёлка, ветки, ствол	[]																
2021-12-25	Очень крутая! Елка упакована в удобную коробку с ручкой, совершенно не имеет запаха. На ощупь ветки очень приятные, мягкие. Выглядит дорого-богато и без игрушек. Категорически рекомендую к приобретению! 	star5	['Елка', 'ветки']	['Positive', 'Positive']	Елка, ветки	[]																
2021-12-25	Она сказачна!!! Очень красивая 😍💓.... Новогоднее настроение и позитивные эмоции обеспечены))) спасибо Вам))) осталось только нарядить... Хотя и без игрушек она волшебна 👍	star5	[]	[]		[{'text': 'Новогоднее', 'start': 37, 'end': 48, 'tokens': ['▁Ново', 'год', 'нее'], 'names': ['O', 'I-date', 'O'], 'filled': {'date'}}]			['Новогоднее']													
2021-12-21	Огромное спасибо за такую ель! Качество просто на высоте! Запаха нет, не сыпется (чуть-чуть не считается). Собрали быстро, расправляла долго 😂 При первом взгляде показалась лысоватой, а оказалось всё наоборот. Просто в коробке она примялась, а когда я её распушила - глаз не оторвать! Хорошо что она идёт с гирляндой, она тоже с инеем и её правда не заметно. Я бы так ни одну гирлянду не одела. И цвет то что надо. Выбирала долго, от слова очень, и рада что не ошиблась! На фото пока без игрушек, так сказать собрана на скорую руку. Всем добра!	star5	['ель', 'Качество', 'гирляндой']	['Positive', 'Positive', 'Positive']	ель, Качество, гирляндой	[]																
2021-12-21	Всё работает, всё отлично, собрали быстро, расправляли долго)))	star5	[]	[]		[]																
2021-12-19	Елка хорошая , качественная. Единственное,  что расстроило, высота 1,8м это уже с подставкой, сама елка 1,6м	star4	['Елка']	['Positive']	Елка	[{'text': '1,8м', 'start': 66, 'end': 71, 'tokens': ['▁1,8', 'м'], 'names': ['B-quantity', 'I-quantity'], 'filled': {'quantity'}}]					['1,8м']											
2021-12-18	Это что-то с чем-то! Она прекрасна и без игрушек. Волшебная!	star5	['игрушек']	['Positive']	игрушек	[]																
2021-12-16	Елка ооочень красивая, прям сказочная, не верьте плохим отзывам.	star5	['Елка']	['Positive']	Елка	[]																
2022-07-24	Елка потрясающая) Собрали на Новый год, так здорово смотрелась! Все были в восторге. Похожа на настоящую. Пушистая, силуэт как у живой елки. Создали атмосферу праздника) Спасибо!	star5	['Елка']	['Positive']	Елка	[{'text': 'Новый год,', 'start': 28, 'end': 39, 'tokens': ['▁Новый', '▁год', ','], 'names': ['B-event', 'I-event', 'O'], 'filled': {'event'}}]							['Новый год,']									
2022-04-03	Елка классная	star5	['Елка']	['Positive']	Елка	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елка']															
2022-02-04	Елочка просто красавица. Очень довольны покупкой. Спасибо за отзывы и рекомендации	star5	['Елочка']	['Positive']	Елочка	[{'text': 'Елочка', 'start': 0, 'end': 6, 'tokens': ['▁Ел', 'очка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елочка']															
2022-01-25	Очень красивая ёлка!	star5	['ёлка']	['Positive']	ёлка	[]																
2022-01-22	Ёлка хорошая! Рекомендую . Доставили быстро.	star5	['Ёлка']	['Positive']	Ёлка	[]																
2022-01-22	Елка - красавица! Радовала нас все праздничные дни! Лёгкая в сборке, пушистая, не осыпается, подставка прочная, надёжная.  Я не большой любитель елок из ПВХ,  но эта елочка приятно порадовала. Спасибо производителям за достойный товар!	star5	['Елка', 'подставка']	['Positive', 'Positive']	Елка, подставка	[{'text': 'праздничные дни!', 'start': 34, 'end': 51, 'tokens': ['▁праздничн', 'ые', '▁дни', '!'], 'names': ['O', 'I-date', 'I-date', 'O'], 'filled': {'date'}}]			['праздничные дни!']													
2022-01-21	Ёлочка очень понравилась. Хотелось похожую на настоящую и я ее нашла. Очень порадовала. Спасибо	star5	['Ёлочка']	['Positive']	Ёлочка	[]																
2022-01-20	Совсем не то, что на картинке! Очень жидкая! Качество ужасное! И по-моему уже пользовались ей,  светлые, длинные волосы в ветках запутаны. Упаковка порвана. Косая.	star1	['Качество', 'Упаковка']	['Negative', 'Negative']	Качество, Упаковка	[]																
2022-01-16	Ёлочка супер. Пушистая, без запаха. При сборке, практически, не осыпалась. Довольны покупкой	star5	['Ёлочка']	['Positive']	Ёлочка	[]																
2022-01-16	Отличная елочка.	star5	['елочка']	['Positive']	елочка	[]																
2022-01-13	Ёлочка красивая. Ее только нужно правильно распушить .	star5	['Ёлочка']	['Positive']	Ёлочка	[]																
2022-01-10	Нижние ветки у основания совсем лысые, ожидала лучше, не рекомендую, ель 160 см	star2	['ветки', 'ель']	['Negative', 'Negative']	ветки, ель	[{'text': '160', 'start': 72, 'end': 76, 'tokens': ['▁160'], 'names': ['B-quantity'], 'filled': {'quantity'}}]					['160']											
2022-01-06	Качество отличное, то что надо. Нет запаха, не осыпается. Очень пушистая. Советую брать	star5	['Качество']	['Positive']	Качество	[]																
2022-01-05	Ёлка красивая, пушистая, всем понравилась. Проста в сборке. Доставка в срок. Надеюсь, прослужит долго. Удивил коричневый цвет подставки, а везде на фото и видео зелёный, но для нас это не критично. Спасибо.	star5	['Ёлка', 'Доставка', 'подставки']	['Positive', 'Positive', 'Positive']	Ёлка, Доставка, подставки	[]																
2022-01-04	Елка просто шикарная. Я довольна заказом ❤️	star5	[]	[]		[]																
2022-01-03	Ёлочка очень хорошая, красивая, устойчивая, пушистая. Похожа на настоящую. Было бы ещё лучше, если бы была зелёная полностью, но и так красиво.	star5	['Ёлочка']	['Positive']	Ёлочка	[]																
2022-01-02	Ёлочка всем понравилась. Спасибо. 	star5	['Ёлочка']	['Positive']	Ёлочка	[]																
2022-01-02	Пришла ёлка намного позже запланированного, дети остались без ёлки((((когда забрали с пункта выдачи, начали собирать обнаружили брак. Подставка не подходит под ёлку, а у второй части соединение слишком маленькое и она болтается. Хочу вернуть! Очень расстроилась	star1	['ёлка', 'Подставка', 'соединение']	['Negative', 'Negative', 'Negative']	ёлка, Подставка, соединение	[{'text': 'второй', 'start': 169, 'end': 176, 'tokens': ['▁второй'], 'names': ['B-ordinal number'], 'filled': {'ordinal number'}}]												['второй']				
2022-01-02	Чудесная ёлочка. Получили быстро, в полном порядке.	star5	['ёлочка']	['Positive']	ёлочка	[]																
2022-01-02	Очень пушистая, легкая в сборке. И особая благодарность за быструю доставку! 30-го эта ёлочка радовала мой глаз и создала ещё большее настроение на Новый год:)	star5	['доставку', 'ёлочка']	['Positive', 'Positive']	доставку, ёлочка	[{'text': '30-го', 'start': 76, 'end': 82, 'tokens': ['▁30-', 'го'], 'names': ['B-date', 'I-date'], 'filled': {'date'}}, {'text': 'Новый', 'start': 147, 'end': 153, 'tokens': ['▁Новый'], 'names': ['B-event'], 'filled': {'event'}}]			['30-го']				['Новый']									
2022-01-02	Ёлка супер,когда поставили и до сих пор восхищаемся,выглядит как натуральная,,красотка,советую	star5	['Ёлка']	['Positive']	Ёлка	[]																
2022-01-01	Ёлка шикарнейшая. Очень долго выбирала и наконец нашла такую красавицу .пушистая .Все кто ее не видит в полном восторге. Заказывайте без сомнения .	star5	['Ёлка']	['Positive']	Ёлка	[]																
2021-12-31	Отличная елка. Отправили сразу. Заказала за неделю до нового года, боялась не успеть получить. Доставка должна была быть 29.12, но пришла на два дня раньше. Спасибо Продавцу за оперативность и за такую красавицу.	star5	['елка', 'Доставка']	['Positive', 'Negative']	елка, Доставка	[{'text': 'неделю до', 'start': 43, 'end': 53, 'tokens': ['▁неделю', '▁до'], 'names': ['B-date', 'I-date'], 'filled': {'date'}}, {'text': 'нового', 'start': 53, 'end': 60, 'tokens': ['▁нового'], 'names': ['B-event'], 'filled': {'event'}}, {'text': 'года,', 'start': 60, 'end': 66, 'tokens': ['▁года', ','], 'names': ['I-date', 'O'], 'filled': {'date'}}, {'text': '29.12,', 'start': 120, 'end': 127, 'tokens': ['▁29.', '12', ','], 'names': ['B-date', 'I-date', 'O'], 'filled': {'date'}}, {'text': 'два дня', 'start': 140, 'end': 148, 'tokens': ['▁два', '▁дня'], 'names': ['B-date', 'I-date'], 'filled': {'date'}}]			['неделю до', 'года,', '29.12,', 'два дня']				['нового']									
2021-12-31	Елка просто шикарная. Выбирала пять дней ёлку. Очень рада что остановилась на этой.	star5	['Елка']	['Positive']	Елка	[{'text': 'пять дней', 'start': 30, 'end': 40, 'tokens': ['▁пять', '▁дней'], 'names': ['B-date', 'I-date'], 'filled': {'date'}}]			['пять дней']													
2021-12-30	Ель, как настоящая!!!! Проблем никаких!!!!! За окном у меня растёт живая, точь в точь!!!!! Огромная благодарность всем кто создал эту красоту!!!  Да, она стоит половина моей пенсии,но для внуков ничего не жалко, мы все рады!!!! Смогла бы сфотать, но не умею. Ель,не ёлка, очень классная! Поздравляю всех с наступающим новым 2022 годом! Желаю всем здоровья и творческих успехов!!!	star5	['Ель']	['Positive']	Ель	[{'text': '2022 годом!', 'start': 323, 'end': 335, 'tokens': ['▁2022', '▁год', 'ом', '!'], 'names': ['I-date', 'I-date', 'I-date', 'O'], 'filled': {'date'}}]			['2022 годом!']													
2021-12-30	Отличная елочка!!! Пушистая высота 1,8 конечно это с подставкой по факту 1,6 с макушкой,красивая. Какую хотела- такую и привезли. Спасибо за настроение! 	star5	['елочка']	['Positive']	елочка	[{'text': '1,8', 'start': 34, 'end': 38, 'tokens': ['▁1,8'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': '1,6', 'start': 72, 'end': 76, 'tokens': ['▁1,6'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['1,8', '1,6']												
2021-12-30	Ёлочка очень красивая. Не осыпается, даже когда расправляли. Один недостаток- ключ, который должен крепить ствол в подставке, не закручивается до конца. У нас ёлка просто стоит незакрепленная. 110 см.	star4	['Ёлочка', 'ключ']	['Positive', 'Negative']	Ёлочка, ключ	[{'text': 'Один', 'start': 60, 'end': 65, 'tokens': ['▁Один'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': '110', 'start': 192, 'end': 196, 'tokens': ['▁110'], 'names': ['B-quantity'], 'filled': {'quantity'}}]				['Один']	['110']											
2021-12-29	Понравилась, пушистая, нет запаха , все аккуратно спасибо	star5	[]	[]		[]																
2021-12-29	Пушистая красивая, но нижние несколько веток драные , как не от неё 	star4	['Пушистая', 'веток']	['Positive', 'Negative']	Пушистая, веток	[]																
2021-12-28	Огромное спасибо производителю за внимание к покупателю! Пришла раньше на 2 дня 🙏🏻 Ёлочка просто чудесная, красивая!!! Как пришла покупка, получив, сразу собрала сама и нарядила в тот же день 27.12.21 так как ёлку ждал ребёнок! Рекомендую ВСЕМ!!! 👍🏻	star5	['внимание к покупателю', 'Ёлочка']	['Positive', 'Positive']	внимание к покупателю, Ёлочка	[{'text': '2 дня', 'start': 73, 'end': 79, 'tokens': ['▁2', '▁дня'], 'names': ['B-date', 'I-date'], 'filled': {'date'}}, {'text': '27.12.21', 'start': 191, 'end': 200, 'tokens': ['▁27', '.12.', '21'], 'names': ['B-date', 'I-date', 'I-date'], 'filled': {'date'}}]			['2 дня', '27.12.21']													
2021-12-28	Очень красивая елочка,прекрасного качества. Цена приятная. Спасибо. 	star5	['елочка', 'Цена']	['Positive', 'Positive']	елочка, Цена	[]																
2021-12-28	Отличная елка. Нам все понравилось	star5	['елка']	['Positive']	елка	[]																
2021-12-28	Елка просто пушка💖💖💖 Шикарная 🥳Я очень долго выбирала и заказала эту 💖Она оправдала все мои ожидания 🥰В магазине за 6300 такую не купишь🤩Спасибо производителю 🤗	star5	['Елка', 'производителю']	['Positive', 'Positive']	Елка, производителю	[{'text': '6300', 'start': 115, 'end': 120, 'tokens': ['▁6', '300'], 'names': ['B-money', 'B-money'], 'filled': {'money'}}]								['6300']								
2021-12-28	Шикарная ёлка 😍 очень довольны . Спасибо вам огромное!🔥	star5	['ёлка']	['Positive']	ёлка	[]																
2021-12-27	Ёлка просто супер, а главное, никаких заморочек!) Спасибо за новогоднее настроение для малыша!)))	star5	['Ёлка']	['Positive']	Ёлка	[]																
2021-12-27	Красивая ёлочка,  нам понравилась очень,  собирается легко, сыпется немного,  но не критично. Упакована хорошо была, коробка целая. Кстати на фото кажется меньше,  в живую гораздо больше. )	star5	['ёлочка', 'коробка']	['Positive', 'Positive']	ёлочка, коробка	[]																
2021-12-26	Я взяла 110 см. Отличная ёлка! Красивая, лёгкая, собирается элементарно, никакого постороннего запаха не имеет, не осыпается. Пришла очень быстро. Рекомендую!	star5	['ёлка']	['Positive']	ёлка	[{'text': '110 см.', 'start': 7, 'end': 15, 'tokens': ['▁110', '▁см', '.'], 'names': ['B-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}]					['110 см.']											
2021-12-26	Елка великолепная. Расправила все ветки - смотрится отлично, очень пушистая. Вообще без запаха. За время распаковки и сборки осыпалось штук 10 иголок, не более. Пришла в целой не мятой коробке, без повреждений. Дети в восторге.	star5	['Елка']	['Positive']	Елка	[{'text': '10', 'start': 139, 'end': 142, 'tokens': ['▁10'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['10']												
2021-12-26	Ёлка обалденная!Очень пушистая и смотрится очень натурально! Спасибо❤️❤️❤️	star5	['ш и с']	['Positive']	ш и с	[]																
2021-12-26	Ёлочка красивая , не осыпается, и нет запаха 😍 советую 	star5	['Ёлочка']	['Positive']	Ёлочка	[]																
2021-12-25	Елка супер, пришла во время, очень довольны покупкой. Спасибо огромное.	star5	['Елка']	['Positive']	Елка	[]																
2021-12-25	Отличная елочка! Не осыпается, пушистая. Подставка и каркас елки добротные, металлические. 	star5	['елочка', 'Подставка', 'каркас']	['Positive', 'Positive', 'Positive']	елочка, Подставка, каркас	[]																
2021-12-25	Заказала несколько ёлок для сравнения. Так как ёлку заказывала в самый пик продаж перед нг, самые ходовые варианты по оптимальной цене уже разобрали и выбирала из того, что осталось😂цена не дешёвая для данной категории елок,средняя, но думаю, вне сезона- она намного дешевле и качество уступает своим конкурентам). Итак, описание :это ель, иголочки ПВХ, длинные, цвет темно-темно-зеленый, концы в белом(снег), запаха нет, ветви пушистые и их много, так что, если расправить она будет пышная,внутри ветви лысые, соединение ствола было с ржавчиной.Плохого ничего, казать не могу, кроме того, что не понравилась ржавчина, но её можно было стереть. Выбрали другую ёлку, более красивую,,, более дорогую,,, ну не бывает чудес 😂😂😂	star3	[]	[]		[]																
2021-12-25	Ёлка великолепная, очень красивая.	star5	['Ёлка']	['Positive']	Ёлка	[]																
2021-12-25	Прекрасная ёлка! Пушистая, не сыпется. Не налюбуюсь! И доставили оперативно, быстрее указанного срока! 	star5	['ёлка']	['Positive']	ёлка	[]																
2021-12-25	Хорошая . Пышная очень	star4	[]	[]		[]																
2021-12-25	Елка отличная но немного наклонена вбок. Не могу выпрямить, чуть заваливается☹️	star4	[]	[]		[]																
2021-12-25	Здравствуйте. Не совсем отзыв. Купили ёлку и стали расправлять веточки и такое впечатление что нет макушки. Елка 180 см. У нас две части и крестовина это весь набор. Кто покупал такой размер отзовитесь пожалуйста. 	star5	['размер']	['Negative']	размер	[{'text': '180 см.', 'start': 112, 'end': 120, 'tokens': ['▁180', '▁см', '.'], 'names': ['B-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}, {'text': 'две', 'start': 126, 'end': 130, 'tokens': ['▁две'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['две']	['180 см.']											
2021-12-24	Елка шикарная, пушистая, зелёная, легко собрали, дети довольны!! 👍Рекомендую	star5	['Елка']	['Positive']	Елка	[]																
2021-12-24	"Ёлка прекрасна, заказывала 1,1м
 очень качественная, не осыпается. Супер 💫"	star5	['Ёлка']	['Positive']	Ёлка	[{'text': '1,1м', 'start': 26, 'end': 31, 'tokens': ['▁1,1', 'м'], 'names': ['B-quantity', 'I-quantity'], 'filled': {'quantity'}}]					['1,1м']											
2021-12-24	Отличная ёлка.	star5	['ёлка']	['Positive']	ёлка	[]																
2021-12-24	Очень сильно осталась при сборке. Внешний вид красивый.	star4	['сборке']	['Negative']	сборке	[]																
2021-12-24	Отличная елка, пушистая, дети когда  собрали немого обсыпалась, а так очень красивая.	star5	['елка']	['Positive']	елка	[]																
2021-12-23	Елка пришла без одной ветки😔 пришлось этой стороной повернуть к стене. 	star4	['Елка']	['Negative']	Елка	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}, {'text': 'одной', 'start': 15, 'end': 21, 'tokens': ['▁одной'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]	['Елка']			['одной']												
2021-12-23	Классная соответствует фото	star5	['фото']	['Positive']	фото	[]																
2021-12-23	Отличная, пушистая елочка, легкая сборка. К покупке советую	star5	['елочка', 'сборка']	['Positive', 'Positive']	елочка, сборка	[]																
2021-12-23	Ёлочка хорошая, практически не сыпалась, собирается быстро и легко. Единственное шла долго, доставка была задержана, связавшись оказалось, что на складе был обнаружен дифект и произведена замена	star5	['Ёлочка', 'доставка']	['Positive', 'Negative']	Ёлочка, доставка	[]																
2021-12-22	Ёлочка классная, пушистая, ровненькая Иголочки не осыпаются.	star5	['Ёлочка']	['Positive']	Ёлочка	[]																
2021-12-22	Классная елочка 110, но нужно было брать повыше. Пушистая, пришла быстро, смотрится классно	star5	['елочка']	['Neutral']	елочка	[{'text': '110,', 'start': 15, 'end': 20, 'tokens': ['▁110', ','], 'names': ['B-cardinal number', 'O'], 'filled': {'cardinal number'}}]				['110,']												
2021-12-22	Ёлка понравилась ,очень классная ,заказывала 90 см ,но она будто намного больше .Вообщем очень довольна ❤️	star5	['и л а с ь']	['Positive']	и л а с ь	[{'text': '90 см', 'start': 44, 'end': 50, 'tokens': ['▁90', '▁см'], 'names': ['B-quantity', 'I-quantity'], 'filled': {'quantity'}}]					['90 см']											
2021-12-22	Поверила положительным отзывам. Ёлка просто потрясная, пушистая, качественная. Металлическая подставка это огромный плюс, стоит крепко, заказывала 180 см	star5	['Ёлка', 'подставка']	['Positive', 'Positive']	Ёлка, подставка	[{'text': '180', 'start': 146, 'end': 150, 'tokens': ['▁180'], 'names': ['B-quantity'], 'filled': {'quantity'}}]					['180']											
2021-12-22	Супер Ёлочка, очень красивая, не облетает, прочная.	star5	['Ёлочка']	['Positive']	Ёлочка	[{'text': 'Ёлочка,', 'start': 5, 'end': 13, 'tokens': ['▁', 'Ё', 'ло', 'чка', ','], 'names': ['B-person', 'B-person', 'B-person', 'O', 'O'], 'filled': {'person'}}]	['Ёлочка,']															
2021-12-21	Очень красивая ёлочка, пушистая👍Рекомендую к покупке!	star5	['ёлочка']	['Positive']	ёлочка	[]																
2021-12-21	Очень пышная и крутая ёлка!!!	star5	['ёлка']	['Positive']	ёлка	[]																
2021-12-21	Куплена за 4936 р - 1,8 метров.Макушка хлипкая,сама-то еле держится,на нее ничего не повесишь,пробовали.А вот если бы купила за 4000,была бы полностью счастлива!).Сколько прослужит при сгибании,разгибании два раза в год?	star4	['Макушка']	['Negative']	Макушка	[{'text': '4936 р', 'start': 10, 'end': 17, 'tokens': ['▁49', '36', '▁р'], 'names': ['B-money', 'I-money', 'I-money'], 'filled': {'money'}}, {'text': '1,8 метров.Макушка', 'start': 19, 'end': 38, 'tokens': ['▁1,8', '▁метров', '.', 'Мак', 'ушка'], 'names': ['B-quantity', 'I-quantity', 'O', 'O', 'O'], 'filled': {'quantity'}}, {'text': '4000,была', 'start': 127, 'end': 137, 'tokens': ['▁4000', ',', 'бы', 'ла'], 'names': ['B-cardinal number', 'O', 'O', 'O'], 'filled': {'cardinal number'}}, {'text': 'два', 'start': 204, 'end': 208, 'tokens': ['▁два'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['4000,была', 'два']	['1,8 метров.Макушка']			['4936 р']								
2021-12-21	Красивая елочка! Мне очень нравится) Всё целое 	star5	['елочка']	['Positive']	елочка	[]																
2021-12-21	Ёлка шикарная,очень пушистая.👍Рекомендую к покупке	star5	['Ёлка']	['Positive']	Ёлка	[]																
2021-12-21	Ёлка волшебная! Наша 220 см. Пушистая, макушка без пробелов. Советую, однозначно! Выбирали на пункте из 3х разных, поначалу также смутило, то что веточки не до ствола, немного оголённые, НО - главное правильно их расправить (на видео это есть). И получилась ёлка, пушистее, чем остальные) Спасибо продавцу!!!	star5	['Ёлка', 'веточки']	['Positive', 'Positive']	Ёлка, веточки	[{'text': '220 см.', 'start': 20, 'end': 28, 'tokens': ['▁220', '▁см', '.'], 'names': ['B-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}, {'text': '3х', 'start': 103, 'end': 106, 'tokens': ['▁3', 'х'], 'names': ['B-cardinal number', 'B-cardinal number'], 'filled': {'cardinal number'}}]				['3х']	['220 см.']											
2021-12-21	Если руки из правильного места, то все получится. Я не могу на нее наглядеться	star5	[]	[]		[]																
2021-12-20	Елочка превзошла все ожидания, просто супер	star5	['Елочка']	['Positive']	Елочка	[]																
2021-12-20	Елочка, отличная, зеленая, пушистая. Очень всем понравилась. Спасибо.	star5	['Елочка']	['Positive']	Елочка	[{'text': 'Елочка,', 'start': 0, 'end': 7, 'tokens': ['▁Ел', 'очка', ','], 'names': ['B-person', 'O', 'O'], 'filled': {'person'}}]	['Елочка,']															
2021-12-20	Красивая елка! Запаха нет.	star5	['елка']	['Positive']	елка	[]																
2021-12-20	Мечта сбылась! Теперь у нас шикарна, пушистая, большая красавица!	star5	[]	[]		[]																
2021-12-20	Довольна покупкой. Мален кая аккуратная. Не сыпется почти.	star5	[]	[]		[]																
2021-12-19	Ёлка супер	star5	['Ёлка']	['Positive']	Ёлка	[{'text': 'Ёлка', 'start': 0, 'end': 4, 'tokens': ['▁', 'Ё', 'лка'], 'names': ['B-person', 'B-person', 'O'], 'filled': {'person'}}]	['Ёлка']															
2021-12-19	Очень переживала за качество ёлочки и вообще успеет ли приехать в срок. Все опасения оказались напрасными.😁 Ёлка просто чудесная😍 я в восторге и доставка раньше заявленной аж на 5 дней. Спасибо Вам большое!!! Наша красотка ростом 1.10🎄	star5	['ёлочки', 'доставка']	['Positive', 'Positive']	ёлочки, доставка	[{'text': '5 дней.', 'start': 177, 'end': 185, 'tokens': ['▁5', '▁дней', '.'], 'names': ['B-date', 'I-date', 'O'], 'filled': {'date'}}]			['5 дней.']													
2021-12-19	Я влюбилась в эту ЁЛОЧКУ	star5	['ЁЛОЧКУ']	['Positive']	ЁЛОЧКУ	[]																
2021-12-19	Упаковка целая,ёлка нормальная,немного бы посветлее цвет но это на любителями, собирается легко  ,мне понравилась	star4	['Упаковка', 'ёлка']	['Positive', 'Neutral']	Упаковка, ёлка	[]																
2021-12-19	Хорошая ель, будет пушистой, если правильно расправить ветви. Пришла в аккуратной коробке. Немного осыпалась, пока расправляли, но это не критично. Веточки аккуратные, красивые, мы довольны покупкой	star5	['ель', 'Веточки']	['Neutral', 'Positive']	ель, Веточки	[]																
